Component,Explained Variance Ratio,Cumulative Variance
530,0.0007362369069998262,0.5860839308262245
531,0.000735452661708264,0.5868193834879327
532,0.0007341639294653059,0.5875535474173981
533,0.0007333884507418059,0.5882869358681398
534,0.0007330239825501625,0.58901995985069
535,0.0007322602764854132,0.5897522201271754
536,0.0007317786500312348,0.5904839987772067
537,0.0007300660879796426,0.5912140648651864
538,0.0007291735390315962,0.5919432384042179
539,0.0007281150183732457,0.5926713534225911
540,0.0007276518874041702,0.5933990053099953
541,0.0007266235896953108,0.5941256288996907
542,0.0007258148488685522,0.5948514437485592
543,0.0007246245863982682,0.5955760683349575
544,0.0007243626284298208,0.5963004309633873
545,0.0007234060728043706,0.5970238370361917
546,0.0007224860625918375,0.5977463230987835
547,0.0007213665002236497,0.5984676895990072
548,0.0007207793981219116,0.5991884689971291
549,0.0007202397934716767,0.5999087087906008
550,0.000719587852036136,0.600628296642637
551,0.0007189184147357842,0.6013472150573728
552,0.000718139429666923,0.6020653544870397
553,0.0007179697107188239,0.6027833241977585
554,0.0007168738316598939,0.6035001980294183
555,0.0007154228223198782,0.6042156208517382
556,0.000714944025319347,0.6049305648770575
557,0.0007145119144109044,0.6056450767914684
558,0.0007127278525897159,0.6063578046440581
559,0.0007118503813006415,0.6070696550253587
560,0.0007110934931428417,0.6077807485185015
561,0.0007095716938075836,0.6084903202123091
562,0.000708443372414774,0.6091987635847239
563,0.0007079078450731723,0.609906671429797
564,0.0007071620151965089,0.6106138334449935
565,0.0007066946580854364,0.611320528103079
566,0.0007057178768679309,0.6120262459799469
567,0.000704729253707133,0.612730975233654
568,0.0007035150121617116,0.6134344902458158
569,0.0007029993133648107,0.6141374895591806
570,0.0007025524881507192,0.6148400420473313
571,0.0007018517113622163,0.6155418937586935
572,0.0007015014306802731,0.6162433951893738
573,0.0007005438331186364,0.6169439390224924
574,0.00069966139207819,0.6176436004145707
575,0.0006993086316311343,0.6183429090462018
576,0.0006987688620983225,0.6190416779083001
577,0.0006983301635574256,0.6197400080718576
578,0.0006972087602320464,0.6204372168320896
579,0.0006967549225000207,0.6211339717545896
580,0.0006960902601003187,0.6218300620146899
581,0.0006951663926538663,0.6225252284073438
582,0.0006945203668278895,0.6232197487741717
583,0.0006937721309330212,0.6239135209051048
584,0.0006930438720209579,0.6246065647771257
585,0.0006928182799453998,0.6252993830570711
586,0.0006911289462416679,0.6259905120033128
587,0.0006904981245503185,0.6266810101278631
588,0.0006903687512856625,0.6273713788791488
589,0.0006902047399610894,0.6280615836191099
590,0.0006893094622571599,0.6287508930813671
591,0.0006878148009008452,0.629438707882268
592,0.0006872199849232248,0.6301259278671912
593,0.0006867156845680215,0.6308126435517593
594,0.0006864742928727991,0.6314991178446321
595,0.0006859414023836702,0.6321850592470157
596,0.0006852167863303896,0.6328702760333461
597,0.0006841341549230098,0.6335544101882691
598,0.0006837018946946806,0.6342381120829638
599,0.0006827980002655632,0.6349209100832294
600,0.0006818295745779358,0.6356027396578073
601,0.000681698849137226,0.6362844385069446
602,0.0006811288779763618,0.6369655673849209
603,0.000680462092775831,0.6376460294776968
604,0.0006804109916194667,0.6383264404693162
605,0.000679477526156646,0.6390059179954728
606,0.00067913967378521,0.639685057669258
607,0.0006784541993513301,0.6403635118686093
608,0.0006769460422784534,0.6410404579108877
609,0.0006768201623907464,0.6417172780732785
610,0.000676204385635374,0.6423934824589139
611,0.0006759244113675272,0.6430694068702815
612,0.0006752638772897971,0.6437446707475712
613,0.0006746707672910847,0.6444193415148624
614,0.0006741378411770226,0.6450934793560393
615,0.0006733948007166997,0.645766874156756
616,0.0006732043604849176,0.646440078517241
617,0.0006724742604883961,0.6471125527777294
618,0.0006717654371633119,0.6477843182148927
619,0.0006712492641585236,0.6484555674790512
620,0.0006709963267894254,0.6491265638058407
621,0.0006700716169752121,0.6497966354228158
622,0.000669431492639542,0.6504660669154554
623,0.000668919428938705,0.651134986344394
624,0.0006682242156705487,0.6518032105600646
625,0.0006678955655628608,0.6524711061256275
626,0.0006676713868229496,0.6531387775124505
627,0.0006671485340834188,0.653805926046534
628,0.0006671135745574822,0.6544730396210915
629,0.0006658988753405171,0.655138938496432
630,0.0006656059500554637,0.6558045444464875
631,0.0006652662166179638,0.6564698106631055
632,0.0006644525897025916,0.6571342632528081
633,0.0006642605434393155,0.6577985237962474
634,0.0006640789219147391,0.6584626027181621
635,0.0006635780425917049,0.6591261807607538
636,0.0006627149373745634,0.6597888956981284
637,0.000662186456091678,0.6604510821542201
638,0.0006617856769320162,0.6611128678311521
639,0.0006610655370307005,0.6617739333681828
640,0.000660678306047711,0.6624346116742305
641,0.0006599656348644395,0.6630945773090949
642,0.0006598840535454293,0.6637544613626404
643,0.0006592688054438362,0.6644137301680842
644,0.0006587277083025375,0.6650724578763868
645,0.0006579923581988041,0.6657304502345857
646,0.0006575157173026377,0.6663879659518883
647,0.0006573726754421104,0.6670453386273304
648,0.0006566452144037546,0.6677019838417342
649,0.0006563997289375649,0.6683583835706718
650,0.0006561432220524783,0.6690145267927242
651,0.0006554507767348658,0.6696699775694591
652,0.0006547845398730043,0.6703247621093321
653,0.0006545851093096387,0.6709793472186417
654,0.0006545189146562086,0.6716338661332979
655,0.0006538395821601722,0.672287705715458
656,0.0006532015619430306,0.6729409072774011
657,0.0006528637837994259,0.6735937710612006
658,0.0006524275081781321,0.6742461985693787
659,0.0006518234599304651,0.6748980220293092
660,0.0006512998330926669,0.6755493218624018
661,0.0006511372571407333,0.6762004591195425
662,0.0006505516234871096,0.6768510107430297
663,0.0006503908402199797,0.6775014015832497
664,0.0006500644709900583,0.6781514660542397
665,0.0006497312808126502,0.6788011973350524
666,0.0006493708101773192,0.6794505681452297
667,0.0006486556451958412,0.6800992237904256
668,0.0006483300064595033,0.6807475537968851
669,0.0006482762065919129,0.681395830003477
